Food_Id,Food_Item,Restaurant_Id,Calories,Total_Fat_g,Carbohydrates_g,Protein_g
1010,Italian B.M.T. Salad,8,230,15,12,14
1011,Italian Hero Salad,8,230,15,13,14
1012,B.L.T. 6,8,320,9,43,15
1013,Spicy Italian Salad,8,310,23,11,15
1014,Tuna Salad,8,310,24,10,15
1015,Milk Chocolate Flavored Reduced Fat,8,300,8,43,15
1016,Beef Chili,8,350,24,17,15
1017,Veggie Delite Footlong,8,460,6,88,16
1018,Meatball Marinara Salad,8,310,17,25,16
1019,Subway Club Salad,8,140,4,11,17
1020,Black Forest Ham 6,8,290,5,46,18
1021,Cold Cut Combo 6,8,370,13,46,18
1022,Turkey Breast 6,8,280,4,46,18
1023,Turkey Breast  Ham 6,8,280,4,46,18
1024,Roast Beef Salad,8,140,4,10,18
1025,Subway Melt Salad,8,200,10,13,18
1026,BBQ Rib Sandwich 6,8,430,18,47,19
1027,Carved Turkey Salad,8,150,4,8,19
1028,Oven Roasted Chicken Salad,8,140,3,10,19
1029,6 Egg  Cheese,8,360,12,44,19
1030,6 Egg White  Cheese,8,320,8,44,19
1031,Egg White  Cheese on 6 Flatbread,8,330,10,42,19
1032,6 Egg  Cheese,8,360,12,44,19
1033,Egg  Cheese on 6 Flatbread,8,370,14,42,19
1034,Italian B.M.T. 6,8,410,16,46,20
1035,Spicy Italian 6,8,480,24,46,20
1036,Tuna 6,8,470,24,44,20
1037,Buffalo Chicken Salad with Ranch dressing,8,360,26,13,20
1038,Steak  Cheese Salad,8,210,8,14,20
1039,Sweet Onion Chicken Teriyaki Salad,8,200,3,24,20
1040,Meatball Marinara 6,8,480,18,59,21
1041,Cheese Flatizza,8,390,16,42,21
1042,Veggie Flatizza,8,410,17,44,21
1043,Turkey  Bacon Avocado 6,8,390,13,49,22
1044,Bacon Egg White  Cheese on 6 Flatbread,8,380,13,43,22
1045,Bacon Egg  Cheese on 6 Flatbread,8,420,18,42,22
1046,Oven Roasted Chicken 6,8,320,5,47,23
1047,Subway Club 6,8,310,5,46,23
1048,Subway Melt includes cheese 6,8,370,11,47,23
1049,Veggie Patty 6,8,390,7,56,23
1050,Big Hot Pastrami Melt Salad,8,400,29,12,23
1051,6 Bacon Egg  Cheese,8,410,16,45,23
1052,6 Bacon Egg White and Cheese,8,370,11,45,23
1053,Egg White  Cheese with ham on 6 Flatbread,8,360,11,43,23
1054,Turkey Egg White  Cheese on 6 Flatbread,8,360,11,43,23
1055,6 Bacon Egg  Cheese,8,410,16,45,23
1056,Egg  Cheese with ham on 6 Flatbread,8,400,15,43,23
1057,Turkey Egg  Cheese on 6 Flatbread,8,400,15,43,23
1058,Roast Beef 6,8,320,5,45,24
1059,Turkey Italiano Melt with Provolone 6,8,490,24,47,24
1060,6 Black Forest Ham Egg  Cheese,8,390,13,45,24
1061,6 Egg White  Cheese with ham,8,350,9,45,24
1062,6 Turkey Egg White and Cheese,8,350,8,45,24
1063,6 Egg  Cheese with Black Forest Ham,8,390,13,45,24
1064,6 Turkey Egg  Cheese,8,390,13,45,24
1065,Carved Turkey 6,8,330,5,45,25
1066,Autumn Carved Turkey Salad,8,300,9,26,25
1067,Spicy Italian Flatizza,8,490,25,43,25
1068,Italian Hero 6,8,550,29,47,26
1069,Steak and Cheese 6,8,380,10,48,26
1070,Subway Seafood Sensation Footlong,8,840,38,102,26
1071,Sweet Onion Chicken Teriyaki 6,8,380,5,59,26
1072,Pepperoni Flatizza,8,500,26,43,26
1073,Carved Turkey  Bacon w Cheese Salad,8,280,12,11,28
1074,6 Steak Egg  Cheese,8,430,15,47,28
1075,6 Steak Egg White  Cheese,8,390,10,47,28
1076,Sausage Egg White  Cheese on 6 Flatbread,8,470,21,43,28
1077,Steak Egg White  Cheese on 6 Flatbread,8,400,12,45,28
1078,6 Steak Egg  Cheese,8,430,15,47,28
1079,Sausage Egg  Cheese on 6 Flatbread,8,510,25,43,28
1080,Steak Egg  Cheese on 6 Flatbread,8,440,17,44,28
1081,Big Hot Pastrami 6,8,580,31,47,29
1082,Rotisserie Style Chicken 6,8,350,6,44,29
1083,6 Sausage Egg White  Cheese,8,460,19,45,29
1084,6 Sausage Egg  Cheese,8,500,23,45,29
1085,B.L.T. Footlong,8,640,18,86,30
1086,Chicken  Bacon Ranch Melt Salad includes Ranch dressing,8,510,38,14,30
1087,Chicken Pizziola Melt 6,8,460,16,49,32
1088,Big Philly Cheesesteak Salad,8,330,16,17,32
1089,Cheese Pizza,8,680,22,96,32
1090,6 Mega Melt,8,510,22,46,32
1091,Mega Melt on 6 Flatbread,8,520,24,44,32
1092,6 Mega Melt,8,550,26,46,32
1093,Mega Melt on 6 Flatbread,8,560,29,43,32
1094,Carved Turkey  Bacon w Cheese 6,8,570,26,46,33
1095,Chicken  Bacon Ranch Melt 6,8,570,28,47,35
1096,Black Forest Ham Footlong,8,580,10,92,36
1097,Cold Cut Combo Footlong,8,740,26,92,36
1098,Turkey Breast Footlong,8,560,8,92,36
1099,Turkey Breast  Ham Footlong,8,560,8,92,36
1100,Double Chicken Salad,8,220,5,10,36
1101,Cheese  Veggies Pizza,8,740,25,100,36
1102,BBQ Rib Sandwich Footlong,8,860,36,94,38
1103,Big Philly Cheesesteak 6,8,500,17,51,38
1104,Pepperoni Pizza,8,790,32,96,38
1105,Corned Beef Reuben 6,8,470,15,45,39
1106,Sausage Pizza,8,820,34,97,39
1107,Italian B.M.T. Footlong,8,820,32,92,40
1108,Spicy Italian Footlong,8,960,48,92,40
1109,Tuna Footlong,8,940,48,88,40
1110,Meatball Marinara Footlong,8,960,36,118,42
1111,Chipotle Southwest Steak  Cheese Wrap,8,760,37,65,43
1112,Turkey Bacon  Guacamole Wrap,8,810,42,62,43
1113,Turkey  Bacon Avocado Footlong,8,780,26,98,44
1114,Oven Roasted Chicken Footlong,8,640,10,44,46
1115,Subway Club Footlong,8,620,10,92,46
1116,Subway Melt includes cheese Footlong,8,740,22,94,46
1117,Veggie Patty Footlong,8,780,14,112,46
1118,Roast Beef Footlong,8,640,10,90,48
1119,Turkey Italiano Melt with Provolone Footlong,8,980,48,94,48
1120,Carved Turkey Footlong,8,660,10,90,50
1121,Italian Hero Footlong,8,1100,58,94,52
1122,Steak and Cheese Footlong,8,760,20,96,52
1123,Sweet Onion Chicken Teriyaki Footlong,8,760,10,118,52
1124,RotisserieStyle Chicken Caesar Wrap,8,730,34,53,55
1125,Big Hot Pastrami Footlong,8,1160,62,94,58
1126,Rotisserie Style Chicken Footlong,8,700,12,88,58
1127,Chicken Pizziola Melt Footlong,8,920,32,98,64
1128,Carved Turkey  Bacon w Cheese Footlong,8,1140,52,92,66
1129,Chicken  Bacon Ranch Melt Footlong,8,1140,56,94,70
1130,Big Philly Cheesesteak Footlong,8,1000,34,102,76
1131,Corned Beef Reuben Footlong,8,940,30,90,78
1132,AirHeads White Mystery Freeze 16 oz,9,170,0,45,0
1133,AirHeads White Mystery Freeze 20 oz,9,210,0,56,0
1134,Brisk Iced Tea and Lemonade 16 oz,9,80,0,22,0
1135,Brisk Iced Tea and Lemonade 20 oz,9,100,0,27,0
1136,Brisk Iced Tea and Lemonade 30 oz,9,150,0,41,0
1137,Brisk Iced Tea and Lemonade 40 oz,9,200,0,55,0
1138,Brisk Mango Fiesta 16 oz,9,100,0,26,0
1139,Brisk Mango Fiesta 20 oz,9,120,0,32,0
1140,Brisk Mango Fiesta 30 oz,9,190,0,49,0
1141,Brisk Mango Fiesta 40 oz,9,250,0,65,0
1142,Diet Mountain Dew Baja Blast 16 oz,9,0,0,0,0
1143,Diet Mountain Dew Baja Blast 20 oz,9,0,0,0,0
1144,Diet Mountain Dew Baja Blast 30 oz,9,0,0,0,0
1145,Diet Mountain Dew Baja Blast 40 oz,9,0,0,0,0
1146,Diet Pepsi 16 oz,9,0,0,0,0
1147,Diet Pepsi 20 oz,9,0,0,0,0
1148,Diet Pepsi 30 oz,9,0,0,0,0
1149,Diet Pepsi 40 oz,9,0,0,0,0
1150,Dr Pepper 16 oz,9,200,0,54,0
1151,Dr Pepper 20 oz,9,250,0,68,0
1152,Dr Pepper 30 oz,9,380,0,102,0
1153,Dr Pepper 40 oz,9,500,0,135,0
1154,Manzanita Sol 16 oz,9,220,0,58,0
1155,Manzanita Sol 20 oz,9,280,0,73,0
1156,Manzanita Sol 30 oz,9,410,0,109,0
1157,Manzanita Sol 40 oz,9,550,0,145,0
1158,Mountain Dew 16 oz,9,220,0,58,0
1159,Mountain Dew 20 oz,9,280,0,73,0
1160,Mountain Dew 30 oz,9,410,0,109,0
1161,Mountain Dew 40 oz,9,550,0,145,0
1162,Mountain Dew Baja Blast 16 oz,9,220,0,58,0
1163,Mountain Dew Baja Blast 20 oz,9,280,0,73,0
1164,Mountain Dew Baja Blast 30 oz,9,410,0,109,0
1165,Mountain Dew Baja Blast 40 oz,9,550,0,145,0
1166,Mountain Dew Baja Blast Freeze 16 oz,9,200,0,51,0
1167,Mountain Dew Baja Blast Freeze 20 oz,9,250,0,63,0
1168,Mountain Dew Kickstart Orange Citrus 16 oz,9,80,0,22,0
1169,Mountain Dew Kickstart Orange Citrus 20 oz,9,100,0,27,0
1170,Mountain Dew Kickstart Orange Citrus 30 oz,9,150,0,41,0
1171,Mountain Dew Kickstart Orange Citrus 40 oz,9,200,0,55,0
1172,Mountain Dew Sangria Blast 16 oz,9,220,0,60,0
1173,Mountain Dew Sangria Blast 20 oz,9,280,0,75,0
1174,Mountain Dew Sangria Blast 30 oz,9,410,0,112,0
1175,Mountain Dew Sangria Blast 40 oz,9,550,0,150,0
1176,Mountain Dew Spiked Lemonade Freeze,9,240,0,64,0
1177,MUG Root Beer 16 oz,9,200,0,52,0
1178,MUG Root Beer 20 oz,9,250,0,65,0
1179,MUG Root Beer 30 oz,9,380,0,98,0
1180,MUG Root Beer 40 oz,9,500,0,130,0
1181,Pepsi 16 oz,9,200,0,56,0
1182,Pepsi 20 oz,9,250,0,70,0
1183,Pepsi 30 oz,9,380,0,105,0
1184,Pepsi 40 oz,9,500,0,140,0
1185,Rockstar Punch Freeze,9,220,0,56,0
1186,Sierra Mist 16 oz,9,200,0,54,0
1187,Sierra Mist 20 oz,9,250,0,68,0
1188,Sierra Mist 30 oz,9,380,0,101,0
1189,Sierra Mist 40 oz,9,500,0,135,0
1190,Skittles Freeze Large,9,210,0,54,0
1191,Skittles Freeze Small,9,160,0,43,0
1192,Snapple Lemonade Freeze 16 oz,9,190,0,48,0
1193,Snapple Lemonade Freeze 20 oz,9,240,0,59,0
1194,Starburst Strawberry Freeze 16 oz,9,190,0,49,0
1195,Starburst Strawberry Freeze 20 oz,9,240,0,60,0
1196,Tropicana Pink Lemonade 16 oz,9,200,0,54,0
1197,Tropicana Pink Lemonade 20 oz,9,250,0,68,0
1198,Tropicana Pink Lemonade 30 oz,9,380,0,101,0
1199,Tropicana Pink Lemonade 40 oz,9,500,0,135,0
1200,Avocado Ranch Dressing,9,80,8,1,0
1201,Border Sauce Fire,9,0,0,0,0
1202,Border Sauce Hot,9,0,0,0,0
1203,Border Sauce Mild,9,0,0,0,0
1204,Cilantro Dressing,9,90,9,2,0
1205,Creamy Jalapeno Sauce,9,70,7,1,0
1206,Green Tomatillo Sauce,9,10,0,2,0
1207,Guacamole,9,35,3,2,0
1208,Pepper Jack Sauce,9,70,7,1,0
1209,Pico de Gallo,9,5,0,1,0
1210,Pizza Sauce,9,10,0,2,0
1211,Red Sauce,9,10,0,2,0
1212,Salsa,9,5,0,1,0
1213,Salsa Dip,9,10,0,2,0
1214,Salsa Verde,9,5,0,1,0
1215,Premium Roast Coffee 12.5 oz,9,10,0,2,1
1216,Hash Brown,9,170,11,15,1
1217,Premium Guacamole Dip,9,70,6,3,1
1218,Reduced Fat Sour Cream,9,30,2,2,1
1219,ReducedFat Sour Cream Dip,9,60,4,4,1
1220,Spicy Ranch Dip,9,230,24,2,1
1221,Cinnamon Twists,9,170,7,26,1
1222,Orange Juice 10 oz,9,140,0,33,2
1223,Premium Hot Coffee with creamer,9,35,2,3,2
1224,Premium Iced Coffee,9,10,0,0,2
1225,Cinnabon Delights 2 Pack,9,160,9,17,2
1226,Premium Latin Rice,9,120,3,21,2
1227,Cinnabon Delights Coffee Hot,9,160,1,34,3
1228,Cinnabon Delights Coffee Iced,9,160,1,34,3
1229,Cinnabon Delights 4 Pack,9,310,18,35,3
1230,Caramel Apple Empanada,9,310,15,39,3
1231,Chips  Pico De Gallo,9,230,11,30,3
1232,Black Beans,9,80,2,12,4
1233,Cheesy Fiesta Potatoes,9,290,17,32,4
1234,Chips  Guacamole,9,320,20,32,4
1235,Nacho Fries,9,320,18,35,4
1236,Mini Skillet Bowl,9,180,11,16,5
1237,Spicy Potato Soft Taco,9,250,13,28,6
1238,Fresco Crunchy Taco,9,140,8,13,6
1239,Black Beans  Rice,9,200,5,33,6
1240,A.M. Grilled TacoEgg and Cheese,9,170,9,15,7
1241,Triple Layer Nachos,9,320,15,41,7
1242,Spicy Tostada,9,200,10,22,7
1243,Cool Ranch Doritos Locos Taco,9,160,10,13,8
1244,Crunchy Taco,9,170,10,12,8
1245,Fiery Doritos Locos Taco,9,170,10,12,8
1246,Nacho Cheese Doritos Locos Tacos,9,170,9,13,8
1247,Fresco Soft Taco,9,170,7,20,8
1248,Cool Ranch Doritos Locos Taco Supreme,9,200,12,15,9
1249,Crunchy Taco Supreme,9,200,12,15,9
1250,Fiery Doritos Locos Taco Supreme,9,200,12,15,9
1251,Nacho Cheese Doritos Locos Tacos Supreme,9,200,11,15,9
1252,A.M. Grilled TacoSausage,9,220,14,15,9
1253,Cinnabon Delights 12 Pack,9,930,53,104,9
1254,Nacho Cheese Dip,9,150,12,2,9
1255,Fresco Grilled Steak Soft Taco,9,150,4,19,9
1256,Pintos n Cheese,9,180,7,20,9
1257,Beefy Mini Quesadilla,9,210,12,17,9
1258,Cheese RollUp,9,190,9,18,9
1259,Chipotle Crispy Chicken Griller,9,290,18,22,9
1260,Soft Taco Supreme – Beef,9,230,11,22,10
1261,Soft TacoBeef,9,200,9,19,10
1262,Egg and Cheese Biscuit Taco,9,310,17,29,10
1263,Grilled Breakfast BurritoFiesta Potato,9,340,15,43,10
1264,Sausage Flatbread Quesadilla,9,240,10,27,10
1265,Triple Melt Nachos,9,260,16,19,10
1266,Cheesy Bean and Rice Burrito,9,420,17,55,11
1267,Grilled Steak Soft Taco,9,250,14,19,11
1268,Grilled Breakfast BurritoSausage,9,340,17,36,11
1269,Sausage and Cheese Biscuit Taco,9,370,23,29,11
1270,Sausage Flatbread Melt,9,300,17,27,11
1271,Fresco Bean Burrito,9,350,9,57,11
1272,Fresco Chicken Soft Taco,9,150,4,18,11
1273,Chicken Soft Taco,9,170,6,18,12
1274,Double Stacked Taco Spicy Sweet,9,340,18,32,12
1275,A.M. Grilled TacoBacon,9,230,14,15,12
1276,Country Grilled Breakfast BurritoSausage,9,390,18,45,12
1277,Naked Egg Taco Sausage,9,300,21,15,12
1278,Nachos Supreme,9,430,23,44,12
1279,Beefy Nacho Griller,9,420,19,49,12
1280,BLT Crunchwrap Slider,9,430,23,43,12
1281,Double Tostada,9,270,11,32,12
1282,Shredded Chicken Mini Quesadilla,9,180,8,15,12
1283,Bean Burrito,9,370,11,56,13
1284,Beefy Fritos Burrito,9,440,18,55,13
1285,Cool Ranch Doritos Double Decker Taco,9,320,14,36,13
1286,Double Decker Taco,9,320,14,37,13
1287,Double Stacked Taco Cool Ranch Habanero,9,350,20,30,13
1288,Double Stacked Taco Nacho Crunch,9,380,19,39,13
1289,Grilled Breakfast BurritoBacon,9,350,17,36,13
1290,Chalupa Supreme–Beef,9,370,21,31,13
1291,Gordita Supreme – Beef,9,300,14,31,13
1292,Nacho Fries Bellgrande,9,710,41,73,13
1293,Loaded Potato Griller,9,470,22,55,13
1294,Black Bean Burrito,9,410,12,62,14
1295,DOUBLE DECKER Taco Supreme,9,350,16,40,14
1296,Fiery Doritos Double Decker Taco,9,320,13,36,14
1297,Nacho Cheese Doritos Double Decker Taco,9,320,13,36,14
1298,Cheesy Breakfast BurritoFiesta PotatoFresco Style,9,430,19,50,14
1299,Cheesy Breakfast BurritoSausageFresco Style,9,370,19,36,14
1300,Naked Egg Taco Bacon,9,310,21,15,14
1301,Sausage Egg and Cheese Biscuit Taco,9,430,28,30,14
1302,Chalupa SupremeSteak,9,340,18,29,14
1303,Gordita SupremeSteak,9,270,11,29,14
1304,Naked Chicken Chips 6 Pack,9,390,24,29,14
1305,Beefy Cheddar Crunchwrap Slider,9,410,19,46,14
1306,Cantina Power BowlVeggie,9,540,21,75,14
1307,MexiMelt,9,270,14,21,14
1308,Triple Melt Burrito,9,410,16,50,15
1309,Bacon Egg  Cheese Biscuit Taco,9,380,23,29,15
1310,Fresco Burrito Supreme – Steak,9,340,9,50,15
1311,Spicy Chicken Crunchwrap Slider,9,400,20,42,15
1312,7Layer Burrito,9,510,19,68,16
1313,Burrito Supreme – Beef,9,420,16,53,16
1314,Chili Cheese Burrito,9,380,17,41,16
1315,Shredded Chicken Burrito,9,400,18,45,16
1316,Breakfast Stacker,9,380,19,38,16
1317,Cheesy Breakfast BurritoBaconFresco Style,9,380,19,36,16
1318,Chalupa SupremeChicken,9,340,18,29,16
1319,Gordita SupremeChicken,9,270,10,29,16
1320,Chili Cheese Burrito,9,380,17,41,16
1321,Crunchwrap Supreme,9,540,21,71,16
1322,Burrito SupremeSteak,9,390,13,52,17
1323,Dressed Egg Taco Sausage,9,460,25,40,17
1324,Fresco Burrito Supreme – Chicken,9,340,8,50,17
1325,Chickstar,9,620,37,53,17
1326,Cheesy Breakfast BurritoSteak and EggFresco Style,9,320,12,36,18
1327,Nachos BellGrande,9,760,39,82,18
1328,Stacker,9,390,18,39,18
1329,12 lb. Cheesy Potato Burrito,9,540,26,59,19
1330,Beefy 5Layer Burrito,9,550,22,68,19
1331,Burrito SupremeChicken,9,390,12,52,19
1332,Grande Scrambler BurritoSausage,9,670,36,67,19
1333,Naked Chicken Chalupa Wild,9,420,28,23,19
1334,Cheese Quesadilla,9,480,27,40,19
1335,Quesalupa Beef,9,460,26,38,19
1336,Cantina Power BurritoVeggie,9,740,26,107,20
1337,Loaded Taco Burrito,9,550,29,52,20
1338,Cheesy Breakfast BurritoFiesta Potato,9,530,28,50,20
1339,Cheesy Breakfast BurritoSausage,9,470,28,36,20
1340,Dressed Egg Taco Bacon,9,470,25,41,20
1341,Naked Chicken Chalupa Mild,9,440,30,22,20
1342,Cheesy Gordita Crunch,9,490,29,39,20
1343,Doritos Cheesy Gordita CrunchCool Ranch,9,490,28,40,20
1344,Doritos Cheesy Gordita CrunchFiery,9,490,28,40,20
1345,Doritos Cheesy Gordita CrunchNacho Cheese,9,490,28,40,20
1346,Mexican Pizza,9,540,31,47,20
1347,12 lb. Combo Burrito,9,460,18,53,21
1348,A.M. Crunchwrap Sausage,9,730,47,54,21
1349,Breakfast Quesalupa Bacon,9,560,34,42,21
1350,Breakfast Quesalupa Sausage,9,600,39,42,21
1351,Country AM CrunchwrapSausage,9,660,40,54,21
1352,Double Chalupa,9,600,35,50,21
1353,Spicy Double Chalupa,9,600,35,52,21
1354,Crunchy Cheesy Core Burrito Beef,9,630,26,76,22
1355,Quesarito Beef,9,650,34,65,22
1356,Spicy Cheesy Core Burrito Beef,9,570,23,68,22
1357,A.M. Crunchwrap Bacon,9,680,42,54,22
1358,California A.M. Crunchwrap,9,630,37,52,22
1359,Grande Scrambler BurritoBacon,9,680,36,68,22
1360,Quesalupa Chicken,9,440,23,37,22
1361,Quesalupa Steak,9,440,23,36,22
1362,Cheesy Breakfast BurritoBacon,9,490,28,36,23
1363,Express Taco Salad w Chips,9,580,29,59,23
1364,Triple Double Crunchwrap Original,9,700,30,85,23
1365,Triple Double Crunchwrap Spicy,9,780,38,87,23
1366,Express Taco Salad w Chips,9,580,29,59,23
1367,Quesarito Chicken,9,620,30,64,24
1368,Spicy Cheesy Core Burrito Chicken,9,540,20,66,24
1369,Spicy Cheesy Core Burrito Steak,9,550,21,66,24
1370,Cheesy Breakfast BurritoSteak and Egg,9,450,23,37,24
1371,Crunchy Cheesy Core Burrito Chicken,9,610,24,74,25
1372,Crunchy Cheesy Core Burrito Steak,9,610,24,75,25
1373,Quesarito Steak,9,630,31,64,25
1374,Steak Quesadilla,9,520,28,41,25
1375,A.M. CrunchwrapSteak,9,650,38,51,26
1376,Grande Scrambler BurritoSteak,9,670,33,68,26
1377,Cantina Power BowlChicken,9,560,22,64,26
1378,Crispy Chicken Quesadilla,9,650,37,51,26
1379,Fiesta Taco SaladBeef,9,780,42,74,26
1380,Cantina Power BowlSteak,9,580,23,66,27
1381,Chicken Quesadilla,9,520,28,41,27
1382,Smothered BurritoBeef,9,710,35,70,28
1383,Naked Chicken Chips 12 Pack,9,780,49,58,28
1384,Fiesta Taco SaladSteak,9,720,36,70,28
1385,XXL Grilled Stuft BurritoBeef,9,880,42,94,31
1386,Cantina Power BurritoChicken,9,760,27,96,32
1387,Fiesta Taco SaladChicken,9,720,35,70,32
1388,Cantina Power BurritoSteak,9,780,28,98,33
1389,XXL Grilled Stuft BurritoSteak,9,820,36,91,33
1390,Smothered BurritoShredded Chicken,9,650,28,67,34
1391,Smothered BurritoSteak,9,670,29,68,35
1392,XXL Grilled Stuft BurritoChicken,9,830,35,91,37
1393,All Natural Lemonade Small Cup,10,190,0,49,0
1394,Barqs Root Beer Small Cup,10,180,0,50,0
1395,Berry Cherry Fruit Tea Large,10,260,0,67,0
1396,Berry Cherry Fruit Tea Medium,10,240,0,61,0
1397,Berry Cherry Fruit Tea Small,10,140,0,35,0
1398,Brewed Sweetened Iced Tea,10,110,0,29,0
1399,Brewed Unsweetened Iced Tea,10,5,0,1,0
1400,CocaCola Small Cup,10,200,0,54,0
1401,Coke Zero Small Cup,10,0,0,0,0
1402,Diet Coke Small Cup,10,0,0,0,0
1403,Dr Pepper Small Cup,10,160,0,43,0
1404,Fanta Orange Small Cup,10,180,0,49,0
1405,HiC Flashin Fruit Punch Small Cup,10,170,0,46,0
1406,Honest Tropical Green Tea Large,10,110,0,29,0
1407,Honest Tropical Green Tea Medium,10,120,0,30,0
1408,Honest Tropical Green Tea Small,10,60,0,14,0
1409,Honest Tropical Green Tea Value,10,60,0,14,0
1410,Juicy Juice Apple Juice,10,90,0,22,0
1411,Mango Peach FruitTea Chiller Large,10,280,0,72,0
1412,Mango Peach FruitTea Chiller Medium,10,250,0,64,0
1413,Mango Peach FruitTea Chiller Small,10,150,0,37,0
1414,Minute Maid Light Lemonade Small Cup,10,5,0,1,0
1415,Nestle Pure Life Bottled Water,10,0,0,0,0
1416,Pibb Xtra Small Cup,10,160,0,43,0
1417,Sprite Small Cup,10,160,0,43,0
1418,Strawberry Iced Tea,10,50,0,13,0
1419,Strawberry Lemonade,10,200,0,51,0
1420,Strawberry Passion FruiTea Chiller Large,10,290,0,73,0
1421,Strawberry Passion FruiTea Chiller Medium,10,250,0,65,0
1422,Strawberry Passion FruiTea Chiller Small,10,150,0,38,0
1423,Strawberry Watermelon Fruit Tea Large,10,280,0,69,0
1424,Strawberry Watermelon Fruit Tea Medium,10,250,0,62,0
1425,Strawberry Watermelon Fruit Tea Small,10,150,0,36,0
1426,English Breakfast Premium Hot Tea Small,10,0,0,0,0
1427,Lemongrass Green Premium Hot Tea Small,10,0,0,0,0
1428,Original Redhead Hot Coffee Decaffeinated Small,10,10,0,2,0
1429,Original Redhead Hot Coffee Small,10,10,0,3,0
1430,Redhead RoastersHot Coffee Regular,10,0,0,0,0
1431,Barbecue Nugget Sauce,10,45,0,11,0
1432,Brown Sugar,10,40,0,9,0
1433,Buttery Best Spread,10,50,6,0,0
1434,Heartland Ranch Dipping Sauce,10,120,12,3,0
1435,Honey Mustard Nugget Sauce,10,80,6,7,0
1436,Hot Chili Seasoning Packet,10,5,0,1,0
1437,Hot Sauce,10,10,0,2,0
1438,Smoky BBQ Side Sauce,10,40,0,10,0
1439,Spicy BBQ Side Sauce,10,60,0,16,0
1440,Sweet  Sour Nugget Sauce,10,50,0,12,0
1441,Sweet BBQ Side Sauce,10,60,0,15,0
1442,Apple Balsamic Vinaigrette,10,80,5,7,0
1443,Italian Vinaigrette,10,70,6,4,0
1444,Light Honey French Dressing,10,40,0,9,0
1445,Light Spicy Asian Chili Vinaigrette,10,45,2,7,0
1446,Pomegranate Vinaigrette Dressing,10,60,3,8,0
1447,Thousand Island,10,160,15,5,0
1448,Apple Slices,10,40,0,9,0
1449,Ketchup Packet,10,10,0,3,0
1450,Caramel Iced Coffee Small,10,80,5,9,1
1451,Mocha Iced Coffee Small,10,100,5,12,1
1452,Skinny Vanilla Iced Coffee Small,10,60,5,7,1
1453,Vanilla Iced Coffee Small,10,90,5,11,1
1454,Saltine Crackers,10,25,1,5,1
1455,BBQ Ranch Dressing,10,100,7,8,1
1456,Classic Ranch,10,100,10,2,1
1457,Honey Roasted Sunflower Seeds,10,45,4,3,1
1458,Light Classic Ranch,10,50,5,2,1
1459,Roasted Pecans,10,110,9,5,1
1460,Garden Side Salad,10,25,0,5,1
1461,Orange Juice Small,10,130,0,31,2
1462,Seasoned Homestyle Potatoes,10,230,9,34,2
1463,Gourmet Croutons,10,80,3,12,2
1464,Lemon Garlic Caesar Dressing,10,110,11,2,2
1465,Spicy Roasted Cashews,10,80,6,4,2
1466,NaturalCut Fries Value,10,230,11,30,3
1467,SteelCut Oatmeal with Apples and Caramel,10,200,2,47,4
1468,SteelCut Oatmeal with Summer Berries,10,180,2,40,4
1469,Cheddar Cheese Shredded,10,70,6,1,4
1470,Chocolate Chunk Cookie,10,390,21,51,4
1471,Double Chocolate Chip Cookie,10,350,17,48,4
1472,Oatmeal Bar,10,290,10,47,4
1473,Sugar Cookie,10,390,19,53,4
1474,Caesar Side Salad,10,60,4,5,4
1475,SteelCut Oatmeal with Cranberries and Pecans,10,330,12,57,5
1476,SteelCut Oatmeal Plain,10,150,3,33,5
1477,Espresso Chip Bar,10,290,11,43,5
1478,NaturalCut Fries Medium,10,420,21,55,5
1479,NaturalCut Fries Small,10,320,15,43,5
1480,NaturalCut Fries Large,10,530,25,68,6
1481,TruMoo Lowfat Chocolate Milk,10,140,3,22,7
1482,Chocolate Frosty Small,10,300,8,49,7
1483,Vanilla Frosty Small,10,280,7,47,7
1484,Plain Baked Potato,10,270,0,61,7
1485,TruMoo Lowfat White Milk,10,100,3,12,8
1486,Chicken Nuggets Kids Meal,10,180,11,11,8
1487,Sour Cream  Chives Baked Potato,10,320,4,63,8
1488,Sausage Gravy  Biscuit,10,460,24,51,9
1489,Spicy Chicken Nuggets 4 Piece,10,190,12,10,9
1490,Ghost Pepper Fries,10,520,33,47,9
1491,Chicken Nuggets 4 Piece,10,180,13,10,10
1492,Sausage  Egg Burrito,10,270,20,12,12
1493,Sausage Biscuit,10,460,29,37,13
1494,FreshBaked Biscuit with Egg  Cheese,10,360,18,36,14
1495,Chicken Nuggets 6 Piece,10,270,18,14,14
1496,Spicy Chicken Nuggets 6 Piece,10,280,18,15,14
1497,Bacon Sriracha Fries,10,600,39,47,14
1498,Chicken Go Wrap w Homestyle Chicken,10,320,16,30,15
1499,Crispy Chicken Sandwich,10,380,20,37,15
1500,Hamburger Kids Meal,10,250,10,25,15
1501,Jr. Hamburger,10,250,10,25,15
1502,Artisan Sandwich with Egg  Cheese,10,290,13,29,15
1503,Bacon Queso Fries,10,510,30,47,15
1504,Broccoli  Cheese Baked Potato,10,440,14,67,16
1505,Smoky Mushroom Bacon Potato,10,460,15,66,16
1506,Cheeseburger Kids Meal,10,290,13,25,17
1507,Chicken Go Wrap w Spicy Chicken,10,340,16,31,17
1508,Jr. Cheeseburger,10,290,13,26,17
